dataset,random_seed,forecast_model,cf_model,horizon,desired_change,fraction_std,forecast_smape,forecast_mase,validity_ratio,proximity,compactness,step_validity_auc
cif2016,39,seq2seq,BaseShift,12,0.1,1.75,11.431560400721766,1.6217066261339284,0.6282793209876543,0.26535478267092205,0.09074074074074075,0.5374228395061729
cif2016,39,seq2seq,BaseNN,12,0.1,1.75,11.431560400721766,1.6217066261339284,0.6776620370370371,1.5184418267151818,0.017592592592592597,0.4565007716049383
cif2016,39,gru,ForecastCF,12,0.1,1.75,11.035120740527384,1.5141319376568336,0.8395061728395062,0.09761147899718993,0.6637345679012346,0.7467206790123456
cif2016,39,gru,BaseShift,12,0.1,1.75,11.035120740527384,1.5141319376568336,0.665895061728395,0.26535478267092205,0.09074074074074075,0.5443672839506173
cif2016,39,gru,BaseNN,12,0.1,1.75,11.035120740527384,1.5141319376568336,0.65991512345679,1.5184418267151818,0.017592592592592597,0.4971064814814815
cif2016,39,nbeats,ForecastCF,12,0.1,2.0,11.060504858335745,1.6652246934992538,0.8150077160493828,0.20573104425917563,0.5070987654320988,0.7179783950617284
cif2016,39,nbeats,BaseShift,12,0.1,2.0,11.060504858335745,1.6652246934992538,0.6271219135802469,0.26535478267092205,0.09074074074074075,0.3359375
cif2016,39,nbeats,BaseNN,12,0.1,2.0,11.060504858335745,1.6652246934992538,0.7295524691358024,1.5184418267151818,0.017592592592592597,0.5690586419753086
cif2016,39,wavenet,ForecastCF,12,0.1,2.0,9.229029622886715,1.3340127061485476,0.8256172839506172,0.2182930127139566,0.7237654320987654,0.7397762345679012
cif2016,39,wavenet,BaseShift,12,0.1,2.0,9.229029622886715,1.3340127061485476,0.5549768518518519,0.26535478267092205,0.09074074074074075,0.19878472222222224
cif2016,39,wavenet,BaseNN,12,0.1,2.0,9.229029622886715,1.3340127061485476,0.4423225308641975,1.5184418267151818,0.017592592592592597,0.09268904320987655
cif2016,39,seq2seq,ForecastCF,12,0.1,2.0,11.431560400721766,1.6217066261339284,0.8302469135802468,0.08756018341378013,0.7574074074074072,0.7315779320987653
cif2016,39,seq2seq,BaseShift,12,0.1,2.0,11.431560400721766,1.6217066261339284,0.6560570987654321,0.26535478267092205,0.09074074074074075,0.5740740740740741
cif2016,39,seq2seq,BaseNN,12,0.1,2.0,11.431560400721766,1.6217066261339284,0.7077546296296297,1.5184418267151818,0.017592592592592597,0.5223765432098766
cif2016,39,gru,ForecastCF,12,0.1,2.0,11.035120740527384,1.5141319376568336,0.8468364197530865,0.08487649051533978,0.7131172839506171,0.7586805555555556
cif2016,39,gru,BaseShift,12,0.1,2.0,11.035120740527384,1.5141319376568336,0.6990740740740741,0.26535478267092205,0.09074074074074075,0.595679012345679
cif2016,39,gru,BaseNN,12,0.1,2.0,11.035120740527384,1.5141319376568336,0.6921296296296297,1.5184418267151818,0.017592592592592597,0.5436921296296297
cif2016,39,nbeats,ForecastCF,12,0.1,2.25,11.060504858335745,1.6652246934992538,0.8256172839506172,0.1891198011808038,0.5489197530864197,0.7347608024691359
cif2016,39,nbeats,BaseShift,12,0.1,2.25,11.060504858335745,1.6652246934992538,0.6595293209876543,0.26535478267092205,0.09074074074074075,0.40084876543209874
